groupIDs,roomName,RoleName,userIDs,content,m_experimental_testing,m_making_design_choices,m_asking_questions,j_customer_consultants_requests,j_performance_parameters_requirements,j_communication,OutcomeScore,wordCount
2h,Background research on dialysis,Mentor,201,Please pay close attention to the citation methods used in my example. I know Alex will be a stickler for following correct citation methods.,0,1,0,0,0,0,4,24
2h,Introduction and Workflow Tutorial with Entrance Interview,Player,199,What are we supposed to do for today's task? I don't seem to have a new email from Alex.,0,0,1,0,0,0,3,19
2h,Graphing Surfactant Data,Mentor,201,"I posted another notebook entry from my old internship in the shared space. In my internship we studied control sensors and power sources, but youÛªre looking at surfactants. Nevertheless, youÛªre welcome to use the example to model your own response after.",1,0,0,0,0,0,4,41
2h,Reflection team discussion of surfactants,Player,199,Is there a better way to display the chat or is this whole discussion going to be on the side panel,0,0,0,0,0,0,3,21
2h,Graphing Surfactant Data,Mentor,201,Let's begin our meeting. I'd like to hear from everyone.,0,0,0,0,0,0,4,10
2h,Reflection team discussion of surfactants,Player,200,I am ready to begin,0,0,0,0,0,0,3,5
2h,Reflection team discussion of surfactants,Player,199,Yeah Im ready,0,0,0,0,0,0,3,3
2h,Reflection team discussion of surfactants,Player,200,Shane hit the plus sign in the top right corner to enlarge it,0,0,0,0,0,0,3,13
2h,Reflection team discussion of surfactants,Player,202,I am also ready,0,0,0,0,0,0,4,4
2h,Reflection team discussion of surfactants,Player,199,ok thanks,0,0,0,0,0,0,3,2
2h,Reflection team discussion of surfactants,Player,203,I am ready,0,0,0,0,0,0,5,3
2h,Reflection team discussion of surfactants,Mentor,201,"Based on your surfactant graph, how did the surfactants perform relative to one another?",0,0,1,0,1,0,4,14
2h,Graphing Surfactant Data,Player,204,Overall?,0,0,1,0,0,0,5,1
2h,Graphing Surfactant Data,Player,204,Or specific attributes?,0,0,1,0,0,0,5,3
2h,Graphing Surfactant Data,Player,205,Probably overall,0,0,0,0,0,0,5,2
2h,Graphing Surfactant Data,Player,204,Is this going in a notebook? Or are we just supposed to talk about this?,0,0,1,0,0,0,5,15
2h,Graphing Surfactant Data,Player,204,I didn't get the new task yet,0,0,0,0,0,0,5,7
2h,Reflection team discussion of surfactants,Player,199,We talk about the discussion in the notebokk,0,0,0,0,0,0,3,8
2h,Reflection team discussion of surfactants,Player,200,I thought that the steric hindering surfactant performed the best overall.,0,0,0,0,0,0,3,11
2h,Graphing Surfactant Data,Player,205,I personally thought that the Steric Hindering Surfactant performed the best when comparing it to the other surfactants.,1,0,0,0,0,0,5,18
2h,Reflection team discussion of surfactants,Player,202,My graph showed that there was about one surfactant that had the strongest ranking in each specific attribute.  But Steric Hindering performed the best overall.,0,0,0,0,0,0,4,25
2h,Reflection team discussion of surfactants,Player,203,I think we are supposed to write notebbok for the discussion,0,0,0,0,0,0,5,11
2h,Graphing Surfactant Data,Player,204,"Other than the cost, it did have the best ratings.",0,0,0,0,0,0,5,10
2h,Graphing Surfactant Data,Player,205,That is correct,0,0,0,0,0,0,5,3
2h,Reflection team discussion of surfactants,Player,199,Really? see I found the negative charge one to be the most balanced choice overall,0,0,1,0,0,0,3,15
2h,Reflection team discussion of surfactants,Player,202,Yes that is what I'm saying but in the case of Steric Hindering it performed very well overall,0,0,0,0,0,0,4,18
2h,Reflection team discussion of surfactants,Player,200,"Yeah no surfactant was the best in all attributes, steric hindrance just was the most consistent.",0,0,0,0,0,0,3,16
2h,Graphing Surfactant Data,Player,204,Negative Charge was overall average,0,0,0,0,0,0,5,5
2h,Graphing Surfactant Data,Player,204,Not weighted in one way,0,0,0,0,0,0,5,5
2h,Reflection team discussion of surfactants,Player,199,I figured cost and reliability would be the most important categories,0,0,0,0,0,0,3,11
2h,Reflection team discussion of surfactants,Player,202,I also found the Negative Charge to be average,0,0,0,0,0,0,4,9
2h,Reflection team discussion of surfactants,Player,203,same here,0,0,0,0,0,0,5,2
2h,Reflection team discussion of surfactants,Mentor,201,Did you value some attributes more than others when choosing the best surfactant?,0,0,1,0,0,0,4,13
2h,Reflection team discussion of surfactants,Player,199,marketability for steric hindering is good but i just didnt think it was that important,0,0,0,0,0,0,3,15
2h,Graphing Surfactant Data,Player,204,Cost and reliability were the two factors I considered most.,0,0,0,0,0,0,5,10
2h,Reflection team discussion of surfactants,Player,202,"Marketability was one I found to be important, also cost and reliability",0,0,0,0,0,0,4,12
2h,Reflection team discussion of surfactants,Player,200,I thought marketability was one of the most important attributes because you can't sell your product no matter what the cost if it's not marketable.,0,0,0,0,1,0,3,25
2h,Reflection team discussion of surfactants,Player,202,Agreed,0,0,0,0,0,0,4,1
2h,Graphing Surfactant Data,Player,204,"True, I suppose the 64 dollar difference is not huge.",0,0,0,0,0,0,5,10
2h,Graphing Surfactant Data,Player,204,Or rather large enough for them to be hugely different,0,0,0,0,0,0,5,10
2h,Graphing Surfactant Data,Player,204,The surveys however are.,0,0,0,0,0,0,5,4
2h,Reflection team discussion of surfactants,Player,199,True maybe I just perceived marketability to be the potential for advertising the switch which I didn't think was important because people need dialysis machines and dialysis centers are going to be more convinced by cost and reliability than your ability to sell them on the aesthetics,0,0,0,0,0,0,3,47
2h,Reflection team discussion of surfactants,Player,200,Agreed I think the difference in marketability outweighs the difference in cost.,0,0,0,0,0,0,3,12
2h,Reflection team discussion of surfactants,Player,203,I agree,0,0,0,0,0,0,5,2
2h,Reflection team discussion of surfactants,Mentor,201,What should your team's next step be?,0,1,1,0,0,0,4,7
2h,Reflection team discussion of surfactants,Player,199,as in the switch from no surfactant to a new one,0,0,0,0,0,0,3,11
2h,Reflection team discussion of surfactants,Player,199,probably to come to a consensus on the choice,0,0,0,0,0,0,3,9
2h,Reflection team discussion of surfactants,Player,202,Yeah to come to a conclusion we can all agree on,0,0,0,0,0,0,4,11
2h,Reflection team discussion of surfactants,Player,199,well it seems like it's between steric hindering and negative charge correct? any opposition?,0,0,1,0,0,0,3,14
2h,Reflection team discussion of surfactants,Player,200,I agree with that.,0,0,0,0,0,0,3,4
2h,Graphing Surfactant Data,Player,205,I agree,0,0,0,0,0,0,5,2
2h,Graphing Surfactant Data,Player,204,I'd say so,0,0,0,0,0,0,5,3
2h,Graphing Surfactant Data,Player,204,So I guess vote?,0,0,1,0,0,0,5,4
2h,Graphing Surfactant Data,Player,204,1 for steric,0,0,0,0,0,0,5,3
2h,Graphing Surfactant Data,Player,204,2 for negative?,0,0,1,0,0,0,5,3
2h,Reflection team discussion of surfactants,Player,202,1 for steric,0,0,0,0,0,0,4,3
2h,Reflection team discussion of surfactants,Mentor,201,What will you need to do to improve the design of the filtration membrane?,0,0,1,0,0,0,4,14
2h,Reflection team discussion of surfactants,Player,199,what do you mean?,0,0,1,0,0,0,3,4
2h,Reflection team discussion of surfactants,Player,199,1 for negative btw,0,0,0,0,0,0,3,4
2h,Graphing Surfactant Data,Player,204,"I just meant type 1 or 2 as your choice, sorry",0,0,0,0,0,0,5,11
2h,Reflection team discussion of surfactants,Player,200,1 vote for steric,0,0,0,0,0,0,3,4
2h,Reflection team discussion of surfactants,Player,199,ah ok lol,0,0,0,0,0,0,3,3
2h,Graphing Surfactant Data,Player,204,I guess we can do more research on both.,0,0,0,0,0,0,5,9
2h,Reflection team discussion of surfactants,Player,199,so we've got 3 steric 1-negative so far,0,0,0,0,0,1,3,8
2h,Graphing Surfactant Data,Player,205,I vote for steric,0,0,0,0,0,0,5,4
2h,Reflection team discussion of surfactants,Player,200,Yeah further research is a good idea,0,0,0,0,0,0,3,7
2h,Reflection team discussion of surfactants,Player,199,Looks like steric has the majority,0,0,0,0,0,0,3,6
2h,Reflection team discussion of surfactants,Player,199,that sounds like it would be productie,0,0,0,0,0,0,3,7
2h,Reflection team discussion of surfactants,Player,199,productive*,0,0,0,0,0,0,3,1
2h,Reflection team discussion of surfactants,Mentor,201,"Okay everyone, that concludes our discussion.",0,0,0,0,0,0,4,6
2h,Reflection team discussion of surfactants,Mentor,201,Thanks for participating in the team meeting. Don't forget to submit your write-up to Alex.,0,0,0,0,0,0,4,15
2h,Reflection team discussion of surfactants,Mentor,201,"IÛªm posting a quick write-up from a meeting at my mechanical engineering internship in the shared space. As you can see, you donÛªt need to spend too much time on this, but you do need to provide the necessary information. Based on meetings IÛªve had with Alex, I know heÛªd like to see something like this as well.",0,0,0,0,0,1,4,58
2h,Graphing Surfactant Data,Player,205,But wasn't that the objective of the previous assignment? I believe that was sufficient background research...,0,0,1,0,0,0,5,16
2h,Graphing Surfactant Data,Player,204,I guess not..,0,0,0,0,0,0,5,3
2h,Graphing Surfactant Data,Player,204,"Darren seems to believe otherwise, so we should roll with it.",0,1,0,0,0,0,5,11
2h,Graphing Surfactant Data,Player,204,Are we all going to do the same research or split into teams?,0,0,1,0,0,0,5,13
2h,Graphing Surfactant Data,Player,204,I guess that's it then?,0,0,1,0,0,0,5,5
2h,Reflection team discussion of surfactants,Player,199,seems like it just do the notebook and we should be good,0,1,0,0,0,0,3,12
2h,Reflection team discussion of surfactants,Player,200,Yeah I think so.,0,0,0,0,0,0,3,4
2h,Summarize internal consultant requirements,Mentor,201,"Hey everyone, I just posted my write-up of mechanical engineering consultantsÛª requirements during my time as an intern. You can find my write-up in the shared space.",0,0,0,0,0,0,4,27
2h,Summarize internal consultant requirements,Mentor,201,"At Nephrotex, we have internal consultants who are experts in their fields.",0,0,0,0,0,0,4,12
2h,Summarize internal consultant requirements,Mentor,201,Let me know if you have any questions about their requirements for membrane design.,0,0,0,0,0,0,4,14
2h,Summarize internal consultant requirements,Mentor,201,You probably want to check their staff pages for more information too.,0,0,0,0,0,0,4,12
2h,Summarize internal consultant requirements,Player,204,Does anyone have the new task?,0,0,1,0,0,0,5,6
2h,Summarize internal consultant requirements,Player,200,No I don't,0,0,0,0,0,0,3,3
2h,Summarize internal consultant requirements,Player,202,I just got it,0,0,0,0,0,0,4,4
2h,Choose consultants to analyze,Player,200,Hey guys,0,0,0,0,0,0,3,2
2h,Choose consultants to analyze,Player,204,"So, we have to decide which consultants we're gonna take",0,0,0,1,0,0,5,10
2h,Choose consultants to analyze,Player,199,yeah where do you find the list of consultants?,0,0,1,0,0,0,3,9
2h,Choose consultants to analyze,Player,204,Im guessing they are the ones from last weeks task,0,0,0,0,0,0,5,10
2h,Choose consultants to analyze,Player,203,Is it the one as we did for internal consultant?,0,0,1,0,0,0,5,10
2h,Choose consultants to analyze,Player,199,"oh ok its in the emailed labeld ""internal consultants requests",0,0,0,0,0,0,3,10
2h,Choose consultants to analyze,Player,202,"So the options would be clinical engineer, marketing manager, manufacturing engineer, product engineer and focus team leader?",0,0,1,0,0,0,4,17
2h,Choose consultants to analyze,Player,203,"but there are six members in our group, so two of us take the same?",0,0,1,0,0,0,5,15
2h,Choose consultants to analyze,Player,199,theres only 5 consultants and 6 of us...,0,0,0,0,0,0,3,8
2h,Choose consultants to analyze,Player,204,Nose goes,0,0,0,0,0,0,5,2
2h,Choose consultants to analyze,Player,199,alright well I,0,0,0,0,0,0,3,3
2h,Choose consultants to analyze,Player,199,ill take the manufacturing engineer if thats cool,0,0,0,0,0,0,3,8
2h,Choose consultants to analyze,Player,203,how about i just pick marketing manager?,0,1,1,0,0,0,5,7
2h,Choose consultants to analyze,Player,204,Ill do the clinical one then,0,0,0,0,0,0,5,6
2h,Choose consultants to analyze,Player,200,I'll take product engineer,0,0,0,0,0,0,3,4
2h,Choose consultants to analyze,Player,205,i'll take product,0,0,0,0,0,0,5,3
2h,Choose consultants to analyze,Player,205,jk,0,0,0,0,0,0,5,1
2h,Choose consultants to analyze,Player,202,ill take focus team leader,0,0,0,0,0,0,4,5
2h,Choose consultants to analyze,Player,203,so we double up on product?,0,0,1,0,0,0,5,6
2h,Choose consultants to analyze,Player,200,Justin we can both take product if you're good with that,0,0,0,0,0,0,3,11
2h,Choose consultants to analyze,Player,205,yeah thats fine with me,0,0,0,0,0,0,5,5
2h,Choose consultants to analyze,Player,200,Ok sounds good,0,0,0,0,0,0,3,3
2h,Choose consultants to analyze,Player,202,so we just research based on what our consultant wants?,0,0,1,1,0,0,4,10
2h,Choose consultants to analyze,Player,205,yeah,0,0,0,0,0,0,5,1
2h,Choose consultants to analyze,Player,202,okay,0,0,0,0,0,0,4,1
2h,Choose consultants to analyze,Player,199,"Darren, where can we find data showing the relation between cost and CNT?",0,0,1,0,0,0,3,13
2h,Choose consultants to analyze,Player,199,Or is it simply implied that a higher CNT means higher cost?,0,0,1,0,0,0,3,12
2h,Choose consultants to analyze,Player,205,"General question, what does PRNLT stand for?",0,0,1,0,0,0,5,7
2h,Choose consultants to analyze,Player,199,polyrenalate,0,0,0,0,0,0,3,1
2h,Choose consultants to analyze,Player,199,darren is this the only assignment for today?,0,0,1,0,0,0,3,8
2h,Individuals design 5 prototypes,Player,199,hey if you guys see this please share your last notebook so we can do the current quest,0,0,0,0,0,1,3,18
2h,Individuals design 5 prototypes,Player,202,"Hi everyone, so sorry I thought my notebook was shared I will make sure it shows up in the shared space this time.",0,0,0,0,0,1,4,23
2h,Team designs batch using 1 material,Player,205,"I think we should select our proposed ""best design"" from our list of possible prototypes and test those against each other.",0,1,0,0,0,0,5,21
2h,Team designs batch using 1 material,Player,205,Connor and I can agree on one and everyone else can suggest 1 design,0,0,0,0,0,0,5,14
2h,Team designs batch using 1 material,Player,199,well can I just ask first did anyone have prototypes where the CNT was not 10%,0,0,0,0,0,0,3,16
2h,Team designs batch using 1 material,Player,204,.,0,0,0,0,0,0,5,1
2h,Team designs batch using 1 material,Player,205,"yes, I saw some",0,0,0,0,0,0,5,4
2h,Team designs batch using 1 material,Player,205,"I did not, however",0,0,0,0,0,0,5,4
2h,Team designs batch using 1 material,Player,204,no i did not,0,0,0,0,0,0,5,4
2h,Team designs batch using 1 material,Player,202,i did not either,0,0,0,0,0,0,4,4
2h,Team designs batch using 1 material,Player,199,"for our PRNLT, 10% seemed to show the max flux so it seemed pointless to pick anything else",0,1,0,0,1,0,3,18
2h,Team designs batch using 1 material,Player,203,nope here,0,0,0,0,0,0,5,2
2h,Team designs batch using 1 material,Player,204,what do we want to test though,0,0,0,0,0,0,5,7
2h,Team designs batch using 1 material,Player,199,conor what about you?,0,0,1,0,0,0,3,4
2h,Team designs batch using 1 material,Player,200,I didn't use anything other than 10%,0,0,0,0,0,0,3,7
2h,Team designs batch using 1 material,Player,199,well for starters we know that we have to choose PRNLT and everyone chose 10% CNT so really we just have to choose a combo of surfactant and process,0,1,0,0,0,0,3,29
2h,Team designs batch using 1 material,Player,204,which we wanted to test negative charge and steric right?,0,0,1,0,0,0,5,10
2h,Team designs batch using 1 material,Player,199,"I say let's go with Justin's plan of everybody just list their personal ""best"" combo",0,1,0,0,0,0,3,15
2h,Team designs batch using 1 material,Player,204,those were the top two right?,0,0,1,0,0,0,5,6
2h,Team designs batch using 1 material,Player,199,I believe so,0,0,0,0,0,0,3,3
2h,Team designs batch using 1 material,Player,200,"Do we all want to pick 5 combinations together, or do we want to pick one of our own combinations?",0,1,1,0,0,0,3,20
2h,Team designs batch using 1 material,Player,204,"no just pick one, see if we have 5 unique ones then go from there",0,1,0,0,0,0,5,15
2h,Team designs batch using 1 material,Player,199,oh wow just realized we have to submit 5,0,0,0,0,0,0,3,9
2h,Team designs batch using 1 material,Player,200,"Ok yeah that sounds good to me.  When everyone picks add a justification too, it will make the notebook easier for all of us.",0,1,0,0,0,0,3,24
2h,Team designs batch using 1 material,Player,205,I agree,0,0,0,0,0,0,5,2
2h,Team designs batch using 1 material,Player,204,Well lets see if we have 5 unique ones before that,0,0,0,0,0,0,5,11
2h,Team designs batch using 1 material,Player,204,Cause then we might be justifying things twice,0,0,0,0,0,0,5,8
2h,Team designs batch using 1 material,Player,203,okay,0,0,0,0,0,0,5,1
2h,Team designs batch using 1 material,Player,204,Do you guys know how to make this batch thing?,0,0,1,0,0,0,5,10
2h,Team designs batch using 1 material,Player,205,"My ""optimal desing is as follows:PRNLT	Vapor	Steric Hindrance	10.0",0,0,0,0,0,0,5,7
2h,Team designs batch using 1 material,Player,200,I think it's in the FEED link.,0,0,0,0,0,0,3,7
2h,Team designs batch using 1 material,Player,203,i choose negative charge and dry-jet wet,0,1,0,0,0,0,5,7
2h,Team designs batch using 1 material,Player,205,"Connor, let me know what you think of that",0,0,0,0,0,0,5,9
2h,Team designs batch using 1 material,Player,200,Justin I agree with that one.,0,0,0,0,0,0,3,6
2h,Team designs batch using 1 material,Player,204,does everyone just want to tell me what prototype youre picking then I will make a batch,0,1,0,0,0,0,5,17
2h,Team designs batch using 1 material,Player,205,okay cool,0,0,0,0,0,0,5,2
2h,Team designs batch using 1 material,Player,200,"Yeah that sounds good, Justin and I are going to use steric hindrance surfactant made with the vapor process",0,0,0,0,0,0,3,19
2h,Team designs batch using 1 material,Player,199,"SS Design 1.1 in FEEDS-PRNLT 10%, Phase and Hydrophilic surfactant",0,0,0,0,0,0,3,10
2h,Team designs batch using 1 material,Player,202,"PRNLT, Vapor, Steric Hindrance, 10% Justification: This particular prototype I designed with the subject of my research in mind, the focus team leader. The focus team leader emphasized the importance of marketability as well as blood cell reactivity. I chose the vapor desposition method because of the polyrenalate filtration membrane manufacturing processes that was the best for blood cell reactivity. I also selected Steric Hindrance as the surfactant because of its high marketability to hospital officials and doctors.",0,1,0,0,1,0,4,78
2h,Team designs batch using 1 material,Player,199,"PRNLT: SS Design 1.1 in FEEDS-PRNLT 10%, Phase and Hydrophilic surfactant",0,0,0,0,0,0,3,11
2h,Team designs batch using 1 material,Player,199,damnit,0,0,0,0,0,0,3,1
2h,Team designs batch using 1 material,Player,204,"Xiang can you make your design, I dont see yours on here",0,0,0,0,0,0,5,12
2h,Team designs batch using 1 material,Player,203,I choose negative charge and dry-jet wet,0,1,0,0,0,0,5,7
2h,Team designs batch using 1 material,Player,203,i sent it just now,0,0,0,0,0,0,5,5
2h,Team designs batch using 1 material,Player,199,"my reasoning was:  In this specific design I choose the phase inversion process which provided the maximum flux but a low reliability. To combat this shortfall, I selected the hydrophilic surfactant which proved to be the most reliable and cheapest.",0,1,0,0,0,0,3,40
2h,Team designs batch using 1 material,Player,205,"Melissa, that is the same as Connor and my choice. Connor, we should pick another prototype to test a different variable",1,1,0,0,0,0,5,21
2h,Team designs batch using 1 material,Player,200,"Ok sounds good to me, do you want to change the process, surfactant or both?",0,0,1,0,0,0,3,15
2h,Team designs batch using 1 material,Player,203,"my justification is that since we are supposed to consider the marketability and affordability, we need to figure out a low cost design. Negative charge has a middle marketability meanwhile with a relative low cost. And dry-jet wet printing has the lowest cost.",0,0,0,0,1,0,5,43
2h,Team designs batch using 1 material,Player,202,I can always pick a different one i just picked that one because i did it based on what my consultant wanted haha,0,1,0,1,0,0,4,23
2h,Team designs batch using 1 material,Player,199,sounds like thats gonna be a favorite as that was one of my top ones as well but I put a different one on here for the sake of the exercise,0,0,0,0,0,0,3,31
2h,Team designs batch using 1 material,Player,205,probably surfactant,0,0,0,0,0,0,5,2
2h,Team designs batch using 1 material,Player,199,just pick your number 2 then,0,1,0,0,0,0,3,6
2h,Team designs batch using 1 material,Player,203,i just pick my consultant one,0,1,0,0,0,0,5,6
2h,Team designs batch using 1 material,Player,204,Just let me know which design that is,0,0,0,0,0,0,5,8
2h,Team designs batch using 1 material,Player,199,so we need 2 more designs,0,0,0,0,0,0,3,6
2h,Team designs batch using 1 material,Player,204,Unless you don't want me to make the batch,0,0,0,0,0,0,5,9
2h,Team designs batch using 1 material,Player,204,I just figured itd be easier,0,0,0,0,0,0,5,6
2h,Team designs batch using 1 material,Mentor,201,Don't forget to attach your team's new batch in your notebook.,0,0,0,0,0,0,4,11
2h,Team designs batch using 1 material,Mentor,201,"Alex will upload your design specifications to the server after you submit your justifications. Each member on your team needs to attach and submit the same batch for testing. Once the first team member attaches and submits your team's batch, the rest of your team members will only have the option to attach that same batch.",0,0,0,0,0,0,4,56
2h,Team designs batch using 1 material,Player,204,Oh ok,0,0,0,0,0,0,5,2
2h,Team designs batch using 1 material,Player,204,Well I will start it then,0,0,0,0,0,0,5,6
2h,Team designs batch using 1 material,Player,199,zach you can find xiang's design on the FEEDS tool,0,0,0,0,0,0,3,10
2h,Team designs batch using 1 material,Player,204,No,0,0,0,0,0,0,5,1
2h,Team designs batch using 1 material,Player,204,But he can just attach it,0,0,0,0,0,0,5,6
2h,Team designs batch using 1 material,Player,203,i will attach it,0,0,0,0,0,0,5,4
2h,Team designs batch using 1 material,Player,199,ok,0,0,0,0,0,0,3,1
2h,Team designs batch using 1 material,Player,204,Can you guys see the batch?,0,0,1,0,0,0,5,6
2h,Team designs batch using 1 material,Player,199,"we still need 2 more designs. Justin, Conor, and Zach do guys have a design we can submit other than the 3 mentioned already",0,0,0,0,0,0,3,24
2h,Team designs batch using 1 material,Player,205,"Connor: How about testing... PRNLT Vapor Hydrophobic 10.0; Justification is to maximize reliability, and to make system more cost efficient than using steric hindering",0,0,0,0,0,0,5,24
2h,Team designs batch using 1 material,Player,204,Its just called Team Batch,0,0,0,0,0,0,5,5
2h,Team designs batch using 1 material,Player,199,there we go just 1 more,0,0,0,0,0,0,3,6
2h,Team designs batch using 1 material,Player,199,nvm zach attached the 5th to the team batch,0,0,0,0,0,0,3,9
2h,Team designs batch using 1 material,Player,205,where can we view the batch?,0,0,1,0,0,0,5,6
2h,Team designs batch using 1 material,Player,200,"I like that idea, Zach that's our new suggestion.",0,0,0,0,0,0,3,9
2h,Team designs batch using 1 material,Player,203,i am done with the attach,0,0,0,0,0,0,5,6
2h,Team designs batch using 1 material,Player,199,FEEDS justin,0,0,0,0,0,0,3,2
2h,Team designs batch using 1 material,Player,204,Can you guys see everyones prototypes in the batch? Cause I cant,0,0,1,0,0,0,5,12
2h,Team designs batch using 1 material,Player,199,no. Are we supposed to add our own?,0,0,1,0,0,0,3,8
2h,Team designs batch using 1 material,Player,204,I didnt think so,0,0,0,0,0,0,5,4
2h,Team designs batch using 1 material,Player,202,I can only see one prototype,0,0,0,0,0,0,4,6
2h,Team designs batch using 1 material,Player,202,in the team batch,0,0,0,0,0,0,4,4
2h,Team designs batch using 1 material,Player,203,yeah,0,0,0,0,0,0,5,1
2h,Team designs batch using 1 material,Player,204,Is it mine?,0,0,1,0,0,0,5,3
2h,Team designs batch using 1 material,Player,203,yes,0,0,0,0,0,0,5,1
2h,Team designs batch using 1 material,Player,202,yeah,0,0,0,0,0,0,4,1
2h,Team designs batch using 1 material,Player,204,"Ok, just tell me what design number you want in the batch and Ill make it",0,0,0,0,0,0,5,16
2h,Team designs batch using 1 material,Player,204,Sorry this is taking so long,0,0,0,0,0,0,5,6
2h,Team designs batch using 1 material,Player,202,ML design 1,0,0,0,0,0,0,4,3
2h,Team designs batch using 1 material,Player,205,JW Design 3 for Connor and Justin,0,0,0,0,0,0,5,7
2h,Team designs batch using 1 material,Player,199,SS Design 1.1,0,0,0,0,0,0,3,3
2h,Team designs batch using 1 material,Player,204,I'll just make your design Xiang,0,0,0,0,0,0,5,6
2h,Team designs batch using 1 material,Player,204,And attach it,0,0,0,0,0,0,5,3
2h,Team designs batch using 1 material,Player,203,Xiang G I only uploaded one,0,0,0,0,0,0,5,6
2h,Team designs batch using 1 material,Player,199,it should be in there i can see his now it might just need refreshed,0,1,0,0,0,0,3,15
2h,Team designs batch using 1 material,Player,204,Ok I see it,0,0,0,0,0,0,5,4
2h,Team designs batch using 1 material,Player,202,okay now there's no team batch at all on mine,0,0,0,0,0,0,4,10
2h,Team designs batch using 1 material,Player,199,doesnt matter hes gotta make a new one anyway i dont think you can edit ones that were already made,0,0,0,0,0,0,3,20
2h,Team designs batch using 1 material,Player,204,Ok its up,0,0,0,0,0,0,5,3
2h,Team designs batch using 1 material,Player,204,Might have to refresh,0,0,0,0,0,0,5,4
2h,Team designs batch using 1 material,Player,202,okay i see it,0,0,0,0,0,0,4,4
2h,Team designs batch using 1 material,Player,204,And they are all different,0,0,0,0,0,0,5,5
2h,Team designs batch using 1 material,Player,204,So if you didn't put your justification then do that I guess,0,0,0,0,0,0,5,12
2h,Team designs batch using 1 material,Player,199,zach i think youre the only one that didnt,0,0,0,0,0,0,3,9
2h,Team designs batch using 1 material,Player,204,"My justification is to test the difference in processes in order to minimize cost. Dry-jet has a lower flux than phase, but it is more cost efficient",0,0,0,0,1,0,5,27
2h,Team designs batch using 1 material,Player,204,Is that ok?,0,0,1,0,0,0,5,3
2h,Team designs batch using 1 material,Player,204,Or should I just copypasta my last notebook,0,1,0,0,0,0,5,8
2h,Team designs batch using 1 material,Player,199,:),0,0,0,0,0,0,3,1
2h,Team designs batch using 1 material,Player,200,I think that justification is valid.,0,0,0,0,0,0,3,6
2h,Team designs batch using 1 material,Player,204,"This prototype is used to test the difference between processes. Phase inversion was shown to have the best flux, but at a higher cost, so this prototype is meant to see if the efficiency lapse is minimal enough in order to minimize cost.",0,0,0,0,1,0,5,43
2h,Team designs batch using 1 material,Player,204,Pretty much the same as the notebook,0,0,0,0,0,0,5,7
2h,Team designs batch using 1 material,Player,199,wait xiang what was your justification?,0,0,1,0,0,0,3,6
2h,Team designs batch using 1 material,Player,199,nvm i see it now,0,0,0,0,0,0,3,5
2h,Team designs batch using 1 material,Player,203,okay,0,0,0,0,0,0,5,1
2h,Team designs batch using 1 material,Player,204,Go team,0,0,0,0,0,0,5,2
2h,Team designs batch using 1 material,Player,199,gold team rules,0,0,0,0,0,0,3,3
2h,Team designs batch using 1 material,Player,199,wow Alex is really fast at creating and testing prototypes,0,0,0,0,0,0,3,10
2h,Individual analysis of first batch,Mentor,201,"When I received lab results in my internship, I had to analyze them and write up my findings. I remember this being difficult the first couple times, so I posted one of my old lab write-ups in the shared space for reference. Just remember, your own analysis should include all important information, but be concise and well-organized. Alex will want to be able to find the key points of your analysis quickly.",0,1,0,0,0,1,4,72
2h,Individual analysis of first batch,Player,204,Yo,0,0,0,0,0,0,5,1
2h,Individual analysis of first batch,Player,202,hey guys,0,0,0,0,0,0,4,2
2h,Individual analysis of first batch,Player,203,hi,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Player,204,Ok,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Mentor,201,"Now that your team has received the batch results, was it a successful trial?",0,0,1,0,0,0,4,14
2h,Reflection team discussion of first batch results,Player,203,Mine is just so-so since it only reached one attribute,0,0,0,0,0,0,5,10
2h,Reflection team discussion of first batch results,Player,205,Both of my consultants suggestions were met for all runs,0,0,0,0,0,0,5,10
2h,Reflection team discussion of first batch results,Player,204,"We definitely got worthwhile results, even though some of the prototypes were not up to par",0,0,0,0,0,0,5,16
2h,Reflection team discussion of first batch results,Player,205,define par,0,0,0,0,0,0,5,2
2h,Reflection team discussion of first batch results,Mentor,201,What did you discover about the design problem?,0,0,1,0,0,0,4,8
2h,Reflection team discussion of first batch results,Player,204,In terms of what?,0,0,1,0,0,0,5,4
2h,Reflection team discussion of first batch results,Player,200,I think our biggest problem was that the blood cell reactivities seemed to be a little high,0,0,0,0,0,0,3,17
2h,Reflection team discussion of first batch results,Player,202,That is true all of them seemed to be on the higher side,0,0,0,0,0,0,4,13
2h,Reflection team discussion of first batch results,Player,199,yes i agree I think it is important we choose a design that is below the 75 mark,0,1,0,0,0,0,3,18
2h,Reflection team discussion of first batch results,Player,202,definitely,0,0,0,0,0,0,4,1
2h,Reflection team discussion of first batch results,Player,199,that was a mandatory mark set by one of the consultants btw,0,0,0,0,0,0,3,12
2h,Reflection team discussion of first batch results,Player,200,Yeah for sure,0,0,0,0,0,0,3,3
2h,Reflection team discussion of first batch results,Player,199,makes sense to me,0,0,0,0,0,0,3,4
2h,Reflection team discussion of first batch results,Player,203,yeah,0,0,0,0,0,0,5,1
2h,Reflection team discussion of first batch results,Player,204,Yeah,0,0,0,0,0,0,5,1
